name,destination,categories,review_tags,description,rating,num_reviews,lat,lon,url
Edogawa Natural Zoo,Tokyo,"Zoos & Aquariums,Nature & Parks,Outdoor Activities,Zoos",,,4.5,124,35.67105,139.8584,https://www.tripadvisor.com/Attraction_Review-g1066445-d1841132-Reviews-Edogawa_Natural_Zoo-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html
Shakujii Park,Tokyo,"Nature & Parks,Parks",pond,,4.0,210,35.7385,139.59534,https://www.tripadvisor.com/Attraction_Review-g1066453-d1373806-Reviews-Shakujii_Park-Nerima_Tokyo_Tokyo_Prefecture_Kanto.html
Nippon Budokan,Tokyo,"Sights & Landmarks,Concerts & Shows,Traveler Resources,Arenas & Stadiums,Conference & Convention Centers,Theaters",,,4.0,340,35.69316,139.74947,https://www.tripadvisor.com/Attraction_Review-g1066443-d553810-Reviews-Nippon_Budokan-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
Toei Streetcar(Toden) Arakawa Line(Tokyo Sakura Tram),Tokyo,"Transportation,Tramways","waseda,sakura,day ticket,shopping arcade,tram ride",,4.0,269,35.73279,139.79056,https://www.tripadvisor.com/Attraction_Review-g298184-d1520478-Reviews-Toei_Streetcar_Toden_Arakawa_Line_Tokyo_Sakura_Tram-Tokyo_Tokyo_Prefecture_Kanto.html
Tokyo International Airport (Haneda) Terminal 1 Observation Deck,Tokyo,"Sights & Landmarks,Observation Decks & Towers",,,4.0,650,35.549133,139.78395,https://www.tripadvisor.com/Attraction_Review-g1066454-d3747565-Reviews-Tokyo_International_Airport_Haneda_Terminal_1_Observation_Deck-Ota_Tokyo_Tokyo_P.html
Shiba Park,Tokyo,"Nature & Parks,Parks",tokyo tower,,4.0,378,35.654995,139.74802,https://www.tripadvisor.com/Attraction_Review-g14129730-d1373793-Reviews-Shiba_Park-Shibakoen_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Mizumoto Park,Tokyo,"Nature & Parks,Parks",,,4.5,218,35.787197,139.86984,https://www.tripadvisor.com/Attraction_Review-g1066447-d1373808-Reviews-Mizumoto_Park-Katsushika_Tokyo_Tokyo_Prefecture_Kanto.html
Ikegami Hommon-ji Temple,Tokyo,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,292,35.578915,139.70522,https://www.tripadvisor.com/Attraction_Review-g1066454-d1237077-Reviews-Ikegami_Hommon_ji_Temple-Ota_Tokyo_Tokyo_Prefecture_Kanto.html
Former Shiba Rikyu Gardens,Tokyo,"Nature & Parks,Gardens","hamamatsucho station,beauty,bloom,landscape garden,central tokyo",,4.0,346,35.65574,139.75833,https://www.tripadvisor.com/Attraction_Review-g1066451-d2075268-Reviews-Former_Shiba_Rikyu_Gardens-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Kinuta Park,Tokyo,"Nature & Parks,Parks","trees,station,yoga,paths,sports facilities",,4.5,339,35.6305,139.62021,https://www.tripadvisor.com/Attraction_Review-g1066455-d1602616-Reviews-Kinuta_Park-Setagaya_Tokyo_Tokyo_Prefecture_Kanto.html
"ASAKURA Museum of Sculpture, Taito",Tokyo,"Museums,Specialty Museums","sculptor,architecture,courtyard garden,beautiful house,old house,hidden gem","ASAKURA Museum of Sculpture was once a studio and residence of ASAKURA Fumio (1883-1964), a leading sculptor of modern Japan. The building is now open to the public as a museum exhibiting the collection of ASAKURA's sculptures. Visitors can enjoy viewing the world of ASAKURA and four distinct seasons of Japan.",4.5,136,35.726894,139.76854,https://www.tripadvisor.com/Attraction_Review-g14134297-d315481-Reviews-ASAKURA_Museum_of_Sculpture_Taito-Yanaka_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
EDOCCO STUDIO,Tokyo,"Classes & Workshops,Sights & Landmarks,Concerts & Shows,Theaters,Civic Centers,Lessons & Workshops",,"The EDOCCO STUDIO located at the Kanda Myojin EDO Culture Complex B1F, offers various culture experience activities and events.",5.0,45,35.701923,139.76785,https://www.tripadvisor.com/Attraction_Review-g1066443-d16817692-Reviews-EDOCCO_STUDIO-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
Hozomon,Tokyo,"Sights & Landmarks,Historic Sites,Points of Interest & Landmarks",,,4.5,319,35.71393,139.79663,https://www.tripadvisor.com/Attraction_Review-g14134311-d7753258-Reviews-Hozomon-Asakusa_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
Koami Shrine,Tokyo,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,171,35.684147,139.78053,https://www.tripadvisor.com/Attraction_Review-g1066444-d2487479-Reviews-Koami_Shrine-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
First Avenue Tokyo Station,Tokyo,"Shopping,Shopping Malls","tokyo station,store,character street,ramen street,japan","Located underneath Tokyo Station, First Avenue's main features are Character Street, where shops sell goods based on Japanese cartoon characters, and Ramen Street, where there are eight ramen shops.",4.0,287,35.680107,139.76875,https://www.tripadvisor.com/Attraction_Review-g14129528-d3335829-Reviews-First_Avenue_Tokyo_Station-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
Fukagawa Fudodo,Tokyo,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,321,35.67289,139.79832,https://www.tripadvisor.com/Attraction_Review-g1066449-d2075272-Reviews-Fukagawa_Fudodo-Koto_Tokyo_Tokyo_Prefecture_Kanto.html
Matsuya Ginza,Tokyo,"Shopping,Department Stores","department store,japan,basement food","This is the first-ever department store in Ginza. It contains mostly premium fashion, beauty, and homeware brands. There's also an impressive two-level food hall in the basement.",4.0,310,35.67206,139.76625,https://www.tripadvisor.com/Attraction_Review-g14129573-d2717613-Reviews-Matsuya_Ginza-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
Shibuya Hikarie,Tokyo,"Shopping,Shopping Malls",,"Shibuya Hikarie is a relatively new high-rise shopping mall that features shops selling beauty, fashion, and food. It is also possible to get a good view the famous Shibuya Scramble from here.",4.0,526,35.658974,139.70322,https://www.tripadvisor.com/Attraction_Review-g1066456-d2692823-Reviews-Shibuya_Hikarie-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
Suitengu Shrine,Tokyo,"Sights & Landmarks,Sacred & Religious Sites",,,4.0,518,35.683662,139.78506,https://www.tripadvisor.com/Attraction_Review-g14129589-d1373673-Reviews-Suitengu_Shrine-Nihonbashi_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html
Sunshine 60,Tokyo,"Sights & Landmarks,Observation Decks & Towers",,Tokyo's tallest building,4.0,394,35.72911,139.71883,https://www.tripadvisor.com/Attraction_Review-g1066460-d553803-Reviews-Sunshine_60-Toshima_Tokyo_Tokyo_Prefecture_Kanto.html
WANDER COMPASS SHIBUYA,Tokyo,"Traveler Resources,Visitor Centers",,"WANDER COMPASS SHIBUYA is an unconventional tourist information center in Tokyo. We provide a wide range of services for those traveling in Japan. Services provided include itinerary support, Metro ticket sale, tours, guides, and many more. There are also “Tomodachi Guide” who would assist you in creating the perfect plan from scratch and guide you around. Don’t have any plans yet? Please feel free to stop by anytime during your Tokyo Trip:)",5.0,67,35.65945,139.69969,https://www.tripadvisor.com/Attraction_Review-g1066456-d15296096-Reviews-WANDER_COMPASS_SHIBUYA-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
Madame Tussauds Tokyo,Tokyo,"Museums,Specialty Museums",,"Madame Tussauds Tokyo lets you get close to and take photos with over 70 life-like figures of world celebrities including Hollywood legends, sporting heroes, historical icons and Japanese celebrities.",4.0,253,35.62894,139.77597,https://www.tripadvisor.com/Attraction_Review-g14134368-d4006159-Reviews-Madame_Tussauds_Tokyo-Daiba_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Rikkyo University Ikebukuro Campus,Tokyo,Other,,,4.0,191,35.73072,139.70403,https://www.tripadvisor.com/Attraction_Review-g1066460-d1568849-Reviews-Rikkyo_University_Ikebukuro_Campus-Toshima_Tokyo_Tokyo_Prefecture_Kanto.html
Hikawa Shrine,Tokyo,"Sights & Landmarks,Sacred & Religious Sites,Architectural Buildings",,,4.0,158,35.668022,139.73575,https://www.tripadvisor.com/Attraction_Review-g14129743-d561722-Reviews-Hikawa_Shrine-Akasaka_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Jingu Gaien Ginkgo Tree-lined Street,Tokyo,"Sights & Landmarks,Points of Interest & Landmarks,Scenic Walking Areas","trees,autumn,tokyo,view",,4.0,202,35.672382,139.72093,https://www.tripadvisor.com/Attraction_Review-g1066451-d10583678-Reviews-Jingu_Gaien_Ginkgo_Tree_lined_Street-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Komazawa Olympic Park,Tokyo,"Fun & Games,Nature & Parks,Parks,Sports Complexes",,,4.0,294,35.624733,139.66277,https://www.tripadvisor.com/Attraction_Review-g1066455-d1956573-Reviews-Komazawa_Olympic_Park-Setagaya_Tokyo_Tokyo_Prefecture_Kanto.html
Meguro Parasitological Museum,Tokyo,"Sights & Landmarks,Museums,Specialty Museums,Science Museums,Educational sites",,"The Meguro Parasitological Museum is a private research facility that was established in 1953 with the private funds of a medical doctor, Satoru Kamegai. The museum exhibits about 300 parasite specimens and related material. On the first floor we present the ""Diversity of Parasites"" displaying various types of parasitic specimens with accompanying educational movies. The second floor exhibits are ""Human and Zoonotic Parasites"" showing parasite lifecycles and the symptoms they cause during human infection. In addition to research, the museum also performs other activities such as education and provides special publications. The museum has been admission free since it was established. However, running the museum has become more costly, and donations from individuals and corporations provide us with an invaluable financial resource. Therefore, your contribution is essential and will be very much appreciated.",4.0,200,35.63168,139.70667,https://www.tripadvisor.com/Attraction_Review-g1066450-d609899-Reviews-Meguro_Parasitological_Museum-Meguro_Tokyo_Tokyo_Prefecture_Kanto.html
SEIBU IKEBUKURO Main Store,Tokyo,"Shopping,Department Stores","department store,floor,ikebukuro,rooftop garden,station,basement food,underground passage,parco","In addition to its high-quality luxury goods, this department store also has the largest food hall in Tokyo, with two floors of dining. There's also a Claude Monet-inspired rooftop garden.",4.0,281,35.72889,139.71185,https://www.tripadvisor.com/Attraction_Review-g1066460-d6978101-Reviews-SEIBU_IKEBUKURO_Main_Store-Toshima_Tokyo_Tokyo_Prefecture_Kanto.html
Yanaka Cemetery,Tokyo,"Sights & Landmarks,Cemeteries","cemetery,beauty,cultural experience",,4.0,319,35.72481,139.7715,https://www.tripadvisor.com/Attraction_Review-g14134297-d1603597-Reviews-Yanaka_Cemetery-Yanaka_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
Sunshine 60 Observatory Tenbo Park,Tokyo,"Sights & Landmarks,Points of Interest & Landmarks,Observation Decks & Towers",,,4.0,256,35.72938,139.71819,https://www.tripadvisor.com/Attraction_Review-g1066460-d1373814-Reviews-Sunshine_60_Observatory_Tenbo_Park-Toshima_Tokyo_Tokyo_Prefecture_Kanto.html
Yanaka Ginza Shopping Street,Tokyo,"Sights & Landmarks,Points of Interest & Landmarks","yanaka ginza,japan,snacks,shopping area,knick knacks",,4.0,421,35.727665,139.76636,https://www.tripadvisor.com/Attraction_Review-g14134297-d7361979-Reviews-Yanaka_Ginza_Shopping_Street-Yanaka_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
Shinjuku Takashimaya Times Square,Tokyo,"Shopping,Shopping Malls",,"Takashimaya Times Square is right in the heart of Shinjuku, one of Tokyo’s most exciting districts. The hustle and bustle of Shinjuku Station can be confusing for visitors, but don’t worry—whether you come to Shinjuku by train, bus or taxi, Takashimaya Times Square is easy to find. The complex is next to the Busta Shinjuku highway bus and taxi terminal, and just a two-minute walk from the New South Exit of Shinjuku Station.",4.0,219,35.68757,139.70233,https://www.tripadvisor.com/Attraction_Review-g14131014-d10023034-Reviews-Shinjuku_Takashimaya_Times_Square-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kan.html
Tokyo Opera City Concert Hall / Recital Hall,Tokyo,"Concerts & Shows,Theaters",,,4.0,149,35.68329,139.68633,https://www.tripadvisor.com/Attraction_Review-g14133673-d1497811-Reviews-Tokyo_Opera_City_Concert_Hall_Recital_Hall-Nishishinjuku_Shinjuku_Tokyo_Tokyo_P.html
Yoyogi Hachimangu Shrine,Tokyo,"Sights & Landmarks,Sacred & Religious Sites","festival,worship,visitors",,4.0,182,35.672043,139.68863,https://www.tripadvisor.com/Attraction_Review-g14133713-d561515-Reviews-Yoyogi_Hachimangu_Shrine-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
Sanja Matsuri,Tokyo,"Events,Cultural Events",,"Sanja Matsuri is one of Tokyo's three great summer festivals. It takes place late in May and celebrates the founding of Sensoji Temple in Asakusa. The festival has been running for over 700 years and today draws about two million visitors to the neighbourhood over the course of three days of processions and dances leading up to a parade of three enormous Mikoshi (portable shrines) carried precariously on the shoulders of locals.
The shrines are ornate with black lacquer and gold leaf and elaborate purple and vermilion ropes, and weigh about 1 ton each. There's an incredibly charged atmosphere as the people carrying them shout in rhythm and bounce and jostle the shrines to wake up the spirits inside and encourage them to spread luck and prosperity throughout the surrounding neighbourhoods.
The mood of celebration and street party atmosphere is packed with the sights and sounds of formal processions with ancient costumes and traditional music, geisha and taiko performances, yakuza gangsters showing off their tattoos, all mixed with the aroma of hundreds of impromptu food stands in the streets.",4.5,73,35.71101,139.79654,https://www.tripadvisor.com/Attraction_Review-g14134311-d8820351-Reviews-Sanja_Matsuri-Asakusa_Taito_Tokyo_Tokyo_Prefecture_Kanto.html
Yamatane Museum of Art,Tokyo,"Museums,Art Museums","paintings,wagashi,rotate","Yamatane Museum of Art was founded in 1966 by Taneji Yamazaki who has donated his numerous collection of Japanese art. The ex-chairman of the Yamatane Art Foundation, Tomiji Yamazaki collected 105 works of Hayami Gyoshu known as one of the most respected Japanese artists among scholars and collectors. The Museum displays 5 to 6 exhibitions throughout the year by selecting paintings according to the respective topics. The collection mainly focuses on Kindai Nihonga (Modern Japanese paintings after Meiji era). The Museum also has collections of oil paintings, Ukiyoe, and Ancient Japanese Calligraphy. The wide variety and the level of the collection has a very high reputation among experts in Japan.",4.0,152,35.6533,139.7138,https://www.tripadvisor.com/Attraction_Review-g14129745-d1643521-Reviews-Yamatane_Museum_of_Art-Hiroo_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
Two-tiered Bridge (Ni-ju Bashi),Tokyo,"Sights & Landmarks,Bridges,Historic Sites,Points of Interest & Landmarks",,,4.0,339,35.679928,139.75468,https://www.tripadvisor.com/Attraction_Review-g1066443-d479262-Reviews-Two_tiered_Bridge_Ni_ju_Bashi-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html
Shinjuku Chuo Park,Tokyo,"Fun & Games,Nature & Parks,Parks,Playgrounds,Sports Complexes",government buildings,,4.0,443,35.69044,139.6899,https://www.tripadvisor.com/Attraction_Review-g14133673-d1594916-Reviews-Shinjuku_Chuo_Park-Nishishinjuku_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
Sompo Museum of Art,Tokyo,"Museums,Art Museums",,,4.0,195,35.692577,139.69658,https://www.tripadvisor.com/Attraction_Review-g14133673-d1977069-Reviews-Sompo_Museum_of_Art-Nishishinjuku_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html
Arisugawa-no-miya Memorial Park,Tokyo,"Nature & Parks,Parks",tokyo,,4.0,259,35.652027,139.7258,https://www.tripadvisor.com/Attraction_Review-g1066451-d1373796-Reviews-Arisugawa_no_miya_Memorial_Park-Minato_Tokyo_Tokyo_Prefecture_Kanto.html
Daiba Park,Tokyo,"Sights & Landmarks,Nature & Parks,Lookouts,Parks",,"""The Jokisen tea that awakens one from a peaceful sleep/With only four cups, the night is sleepless"" This comical tanka satirizes the state of strife throughout Edo when an American fleet led by Admiral Matthew Perry appeared in Uraga Channel in June 1853, in the closing days of the Tokugawa shogunate. However, It was the shogunate itself that was surprised by the arrival of the black ships. The shogunate didn't even have large ships to defend itself from an attack by the foreign warships. So it came up with the idea of building batteries. As a result, it built six batteries off the coast of Shinagawa. However, in the end, they went unused and were neglected. They were known as the Shinagawa Daiba, and their designer was Egawa Taro-zaemon, the prefectural governor of Nirayama in Izu Province. The six batteries lasted until the Showa period, but four were removed as part of maintenance of Tokyo Bay, and only the two best preserved, No. 3 Battery and No. 6 Battery, were designated nat",4.0,359,35.633354,139.77219,https://www.tripadvisor.com/Attraction_Review-g14134368-d1373797-Reviews-Daiba_Park-Daiba_Minato_Tokyo_Tokyo_Prefecture_Kanto.html
